Name,page,Category,Paper 1,paper_1_link,Paper 2,paper_2_link
"Pebley, Anne R.",https://ph.ucla.edu/faculty/pebley,"Migration, environment, economic demography",Demography and the Environment,https://link.springer.com/article/10.2307/3004008,Prenatal and delivery care and childhood immunization in Guatemala: Do family and community matter?,https://link.springer.com/article/10.2307/2061874
"Pelikh, Alina",https://cls.ucl.ac.uk/team/alina-pelikh/,"Family, social demography",Short‐and long‐distance moves of young adults during the transition to adulthood in Britain,https://onlinelibrary.wiley.com/doi/abs/10.1002/psp.2125,Preschool services for children: Cross-national analysis of factors affecting use,https://journals.sagepub.com/doi/abs/10.1177/0020872814536415
"Pereira, Claudia",https://scholar.google.com/citations?user=Cih9dbEAAAAJ&hl=en,"Mortality, health, aging, biodemography",Race and preference-based health-related quality of life measures in the United States,https://link.springer.com/article/10.1007/s11136-010-9813-3,"Profiles of multiple causes of death related to HIV/AIDS in the cities of Sao Paulo and Santos, Brazil, 2001",https://www.scielosp.org/article/csp/2007.v23n3/645-655/pt/
"Perelli-Harris, Brienna",https://www.southampton.ac.uk/demography/about/staff/bgph1c10.page,"Family, social demography",The educational gradient of childbearing within cohabitation in Europe,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1728-4457.2010.00357.x,"Changes in union status during the transition to parenthood in eleven European countries, 1970s to early 2000s",https://www.tandfonline.com/doi/abs/10.1080/00324728.2012.673004
"Perreira, Krista",https://www.cpc.unc.edu/people/fellows/krista-m-perreira/,"Migration, environment, economic demography",Making it in America: High school completion by immigrant and native youth,https://doi.org/10.1353/dem.2006.0026,Painful passages: Traumatic experiences and post-traumatic stress among US immigrant Latino adolescents and their primary caregivers,https://doi.org/10.1111/imre.12050
"Pierce, Hayley",https://fhssfaculty.byu.edu/FacultyPage/hhayley,"Mortality, health, aging, biodemography",Increasing Maternal Healthcare Use in Rwanda: Implications for Child Nutritional Status and Survival,https://pubmed.ncbi.nlm.nih.gov/24607667/,Cohabitation or Marriage? How Relationship Status and Community Context Influence the Well-being of Children in Developing Nations,https://www.researchgate.net/publication/335480373_Cohabitation_or_Marriage_How_Relationship_Status_and_Community_Context_Influence_the_Well-being_of_Children_in_Developing_Nations
"Pilkauskas, Natasha",www.natashapilkauskas.com,"Family, social demography",Historical trends in children living in multigenerational households in the United States: 1870-2018.,https://doi.org/10.1007/s13524-020-00920-5,The prevalence and economic value of doubling up.,https://pubmed.ncbi.nlm.nih.gov/25165015/
"Pongiglione, Benedetta",https://www.cergas.unibocconi.eu/wps/wcm/connect/cdr/cergas/home/people/affiliates/pongiglione+benedetta,"Mortality, health, aging, biodemography",A Systematic Literature Review of Studies Analyzing Inequalities in Health Expectancy among the Older Population,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0130747,Disability and all-cause mortality in the older population: evidence from the English Longitudinal Study of Ageing,https://link.springer.com/article/10.1007/s10654-016-0160-8
"Poulin, Michelle",https://independent.academia.edu/MichellePoulin?from_navbar=true,"Family, social demography",Premarital Fertility and Marital Timing in Malawi,https://onlinelibrary.wiley.com/doi/10.1111/sifp.12158,Reporting on First Sexual Experience: The Importance of Interviewer-Respondent Interaction,https://www.demographic-research.org/volumes/vol22/11/
"Pozzi, Lucia",https://www.researchgate.net/profile/Lucia_Pozzi,"Mortality, health, aging, biodemography",The determinants of infant and childhood mortality: a complex tangle in the historical research,http://www.sis-statistica.org/old/htdocs/files/pdf/atti/RSMi0602p77-86.pdf,"Socioeconomic status and fertility before, during, and after the demographic transition: An introduction",https://www.jstor.org/stable/26350061?seq=1#metadata_info_tab_contents
"Pragg, Brianne",https://www.briannepragg.com/,"Family, social demography","Fathers Time Off Work, Co-Residence, and Paternal Engagement among Socioeconomically Disadvantaged Fathers",https://journals.sagepub.com/doi/abs/10.1177/0192513X20921513,Parental Leave Use among Disadvantaged Fathers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5501417/
"Prickett, Kate",http://www.kateprickett.com/,"Family, social demography",A research note on time with children in different-and same-sex two-parent families,https://link.springer.com/article/10.1007/s13524-015-0385-2,Maternal education and investments in children's health,https://onlinelibrary.wiley.com/doi/abs/10.1111/jomf.12253
"Psaki, Stephanie",https://www.popcouncil.org/research/expert/stephanie-psaki,"Family, social demography","The Effects of Adolescent Childbearing on Literacy and Numeracy in Bangladesh, Malawi, and Zambia",https://link.springer.com/article/10.1007/s13524-019-00816-z,Measuring Gender Equality in Education: Lessons from Trends in 43 Countries,https://onlinelibrary.wiley.com/doi/full/10.1111/padr.12121
"Pujadas-Mora, Joana",https://ced.uab.cat/en/directori/joana-maria-pujadas-mora/,"Mathematical, statistical, digital demography, population projection","Propuestas metodologicas para la aplicacion de HISCO en el caso de Cataluna, siglos XV-XX",https://dialnet.unirioja.es/descarga/articulo/5161081.pdf,A bimodal crowdsourcing platform for demographic historical manuscripts,https://dl.acm.org/doi/abs/10.1145/2595188.2595199
"Qian, Yue",https://sociology.ubc.ca/profile/yue-qian/,"Family, social demography",Gender Asymmetry in Educational and Income Assortative Marriage,https://onlinelibrary.wiley.com/doi/abs/10.1111/jomf.12372,Women's Fertility Autonomy in Urban China: The Role of Couple Dynamics Under the Universal Two-Child Policy,https://www.tandfonline.com/doi/abs/10.1080/21620555.2018.1428895
"Qin, Min",http://www.cpc.ac.uk/about_us/the_team/41/Min_Qin#staff,"Mortality, health, aging, biodemography",Informal care provision across multiple generations in China ,https://www.cambridge.org/core/journals/ageing-and-society/article/informal-care-provision-across-multiple-generations-in-china/9D74304752D4941730CFFAB703227E1A,Older and 'staying at home' during lockdown: informal care receipt during the COVID-19 pandemic amongst people aged 70 and over in the UK,https://osf.io/preprints/socarxiv/962dy/
"Quaranta, Luciana",https://portal.research.lu.se/portal/en/persons/luciana-quaranta(efdf0ca7-2537-4c16-8e75-f310aa6ca493).html,"Family, social demography","Scarred for Life. How conditions in early life affect socioeconomic status, reproduction and mortality in Southern Sweden, 1813-1968",https://lup.lub.lu.se/search/publication/3737363,Early life effects across the life course: The impact of individually defined exogenous measures of disease exposure on mortality by sex in 19th-and 20th-century Southern Sweden,https://www.sciencedirect.com/science/article/abs/pii/S0277953614002317
"Quesnel-Vallée, Amélie",http://www.ameliequesnelvallee.org/,"Mortality, health, aging, biodemography",Self-rated health: caught in the crossfire of the quest for ‘true’ health?,https://academic.oup.com/ije/article/36/6/1161/824081,Temporary work and depressive symptoms: a propensity score analysis,https://www.sciencedirect.com/science/article/abs/pii/S027795361000167X
"Rado, Marta",https://scholar.google.com/citations?user=hNXXK_EAAAAJ&hl=en,"Mortality, health, aging, biodemography",Effect of comprehensive smoke-free legislation on neonatal mortality and infant mortality across 106 middle-income countries: a synthetic control study,https://doi.org/10.1016/S2468-2667(22)00112-8,Tracking the Effects of Parenthood on Subjective Well-Being: Evidence from Hungary,https://doi.org/10.1007/s10902-019-00166-y
"Rajaratnam, Julie",https://globalhealth.washington.edu/faculty/julie-rajaratnam,"Mathematical, statistical, digital demography, population projection",Measuring under-five mortality: Validation of new low-cost methods,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1000253,Worldwide mortality in men and women aged 15–59 years from 1970 to 2010: a systematic analysis,https://www.thelancet.com/journals/lancet/article/PIIS0140-6736%2810%2960517-X/fulltext
"Raley, R. Kelly",https://liberalarts.utexas.edu/sociology/faculty/kraley,"Family, social demography",The topography of the divorce plateau: Levels and trends in union stability in the United States after 1980,https://www.jstor.org/stable/26348083?seq=1#metadata_info_tab_contents,Cohabitation and children's family instability,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0022-2445.2004.00014.x-i1
"Randell, Heather",https://www.heatherrandell.com/,"Migration, environment, economic demography",Structure and agency in development-induced forced migration: the case of Brazilís Belo Monte Dam,https://link.springer.com/content/pdf/10.1007/s11111-015-0245-4.pdf,Climate change and educational attainment in the global tropics,https://www.pnas.org/content/116/18/8840
"Rauscher, Emily",https://www.brown.edu/academics/sociology/people/emily-rauscher,"Family, social demography",Why Who Marries Whom Matters: Effects of Educational Assortative Mating on Infant Health in the United States 1969–1994,https://academic.oup.com/sf/article-abstract/98/3/1143/5498123?redirectedFrom=fulltext,Does Educational Equality Increase Mobility? Exploiting Nineteenth-Century U.S. Compulsory Schooling Laws,https://www.journals.uchicago.edu/doi/abs/10.1086/685443
"Reed, Holly",https://www.gc.cuny.edu/Page-Elements/Academics-Research-Centers-Initiatives/Doctoral-Programs/Sociology/Faculty-Bios/Holly-Reed,"Migration, environment, economic demography",Men's and women's migration in coastal Ghana: An event history analysis,https://dx.doi.org/10.4054%2FDemRes.2010.22.25,"Moving Across Boundaries: Migration in South Africa, 1950-2000",https://doi.org/10.1007/s13524-012-0140-x
"Reid, Alice",https://www.geog.cam.ac.uk/people/reid/,"Mortality, health, aging, biodemography","Neonatal mortality and stillbirths in early twentieth century Derbyshire, England",https://www.tandfonline.com/doi/abs/10.1080/00324720127696,Nineteenth-Century Scottish Demography From Linked Censuses and Civil Registers: A 'Sets of Related Individuals' Approach,https://www.euppublishing.com/doi/abs/10.3366/hac.2002.14.1-2.61
"Revuelta-Eugercios, Barbara",https://barbararevueltaeugercios.wordpress.com/cv/,"Mortality, health, aging, biodemography","Illegitimate and abandoned, a double mortality penalty? Mortality of illegitimate foundlings in the Foundling Hospital of Madrid, La Inclusa, 1890-1935",https://www.tandfonline.com/doi/abs/10.1080/1081602X.2013.764828#.U43mqBA0-no,"Releasing mother's burden: Child Abandonment and Retrieval in the Foundling Hospital of Madrid, 1890-1935,",http://www.mitpressjournals.org/doi/pdf/10.1162/JINH_a_00308
"Reyes, Adrianna",https://www.human.cornell.edu/people/amr454,"Family, social demography",Race/Ethnic Differences in Spatial Distance Between Adult Children and Their Mothers,https://onlinelibrary.wiley.com/doi/abs/10.1111/jomf.12614,Mitigating Poverty through the Formation of Extended Family Households: Race and Ethnic Differences,https://academic.oup.com/socpro/article-abstract/doi/10.1093/socpro/spz046/5638905
"Reynaud, Cecilia",https://www.uniroma3.it/persone/MWVTcUFoSlNrWmF4QkpoRUlPYUVUOGtwbkFzcDJWWUpZbDJuR0JBSVFObz0=/,"Mortality, health, aging, biodemography",Internal migration patterns of foreign citizens in Italy,https://doi.org/10.1111/imig.12946,"Unravelling a demographic 'Mosaic': Spatial patterns and contextual factors of depopulation in Italian Municipalities, 1981-2011",https://doi.org/10.1016/j.ecolind.2020.106356
"Root, Leslie",https://leslieroot.net/about/,Fertility,Don't panic over declining fertility rates - and don't let anyone guilt you,https://www.washingtonpost.com/opinions/dont-panic-over-declining-fertility-rates--and-dont-let-anyone-guilt-you/2019/11/27/82528582-1077-11ea-b0fc-62cc38411ebb_story.html,Competing effects on the average age of infant death,https://osf.io/preprints/socarxiv/z4qg9/
"Rossier, Clémentine",https://www.unige.ch/sciences-societe/ideso/membres/rossier/,Fertility,Estimating induced abortion rates: a review,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1728-4465.2003.00087.x,Social interaction effects on fertility: Intentions and behaviors,https://link.springer.com/content/pdf/10.1007/s10680-009-9203-0.pdf
"Rutigliano, Roberta",https://scholar.google.com/citations?user=SpJGgj0AAAAJ&hl=it,"Family, social demography",Counting on Potential Grandparents? Adult Children's Entry Into Parenthood Across European Countries,https://doi.org/10.1007/s13524-020-00890-8,Partnership Choice and Childbearing in Norway and Spain,https://doi.org/10.1007/s10680-017-9432-6
"Sánchez-Sot, Gabriela",https://www.uh.edu/class/cmas/about-us/cmas-faculty/gabriela-sanchez-soto/,"Migration, environment, economic demography",I Would Really Like to Go Where You Go’: Rethinking Migration Decision‐Making Among Educated Tied Movers,https://doi.org/10.1002/psp.1990,Youth Education and Employment in Mexico City: A Mixed-Methods Analysis,https://doi.org/10.1177/0002716220910391
"Saikia, Nandita",http://nanditasaikia.com/,"Mortality, health, aging, biodemography",Trends and geographic differentials in mortality under age 60 in India,https://www.tandfonline.com/doi/abs/10.1080/00324728.2010.534642,Does type of household affect maternal health? Evidence from India,https://pdfs.semanticscholar.org/2ece/463397868492798d0ef3382a1cc2a537b6c8.pdf
"Samari, Goleen",www.goleensamari.com,Fertility,Women's Agency and Fertility: Recent Evidence from Egypt,https://link.springer.com/article/10.1007/s11113-017-9427-3,The Muslim Ban and preterm birth: Analysis of U.S. vital statistics data from 2009 to 2018,https://www.sciencedirect.com/science/article/abs/pii/S0277953620307632
"Samuel, Olugbemisola",https://covenantuniversity.edu.ng/Profiles/Samuel-Olugbemisola,"Mortality, health, aging, biodemography",Household Use of Solid Fuel for Cooking and Under-five Mortality in Nigeria,https://aps.journals.ac.za/pub/article/view/1175,A Statistical Analysis of Child Mortality in Nigeria: Evidence from Nigeria,https://www.researchgate.net/publication/306106883_A_Statistical_Analysis_of_Child_Mortality_Evidence_from_Nigeria
"Sander, Nikola",http://nikolasander.com/,"Migration, environment, economic demography",Quantifying Global International Migration Flows,10.1126/science.1248676,"Internal Migration in Germany, 1995-2010: New Insights into East-West Migration and Re-urbanisation",10.12765/CPoS-2014-04en
"Saperstein, Aliya",https://sociology.stanford.edu/people/aliya-saperstein,"Family, social demography",Racial Fluidity and Inequality in the United States,https://doi.org/10.1086/667722,"Racial Formation in Perspective: Connecting Individuals, Institutions, and Power Relations",https://doi.org/10.1146/annurev-soc-071312-145639
"Sawyer, Diana",https://www.scielo.br/scielo.php?pid=S1413-81232002000400012&script=sci_arttext,"Mortality, health, aging, biodemography",Spatial patterns of malaria in the Amazon: implications for surveillance and targeted interventions,https://pubmed.ncbi.nlm.nih.gov/16815074/,Profiles of health services utilization in Brazil,https://www.scielo.br/scielo.php?pid=S1413-81232002000400012&script=sci_arttext
"Schnor, Christine",https://www.researchgate.net/profile/Christine_Schnor,"Family, social demography",The Effect of Union Status at First Childbirth on Union Stability: Evidence from Eastern and Western Germany,https://link.springer.com/content/pdf/10.1007/s10680-013-9304-7.pdf,Sole Physical Custody and Mother's Repartnering After Divorce,https://onlinelibrary.wiley.com/doi/abs/10.1111/jomf.12389
"Schwartz, Christine",https://www.ssc.wisc.edu/~cschwart/,"Family, social demography",Trends in educational assortative marriage from 1940 to 2003,https://link.springer.com/article/10.1353/dem.2005.0036,Earnings inequality and the changing association between spouses’ earnings,https://www.journals.uchicago.edu/doi/abs/10.1086/651373
"Seaman, Rosie",https://www.stir.ac.uk/people/1489025,"Mortality, health, aging, biodemography",Increasing inequality in age of death at shared levels of life expectancy: A comparative study of Scotland and England and Wales,https://www.sciencedirect.com/science/article/pii/S235282731630101X ,The increasing lifespan variation gradient by area-level deprivation: A decomposition analysis of Scotland 1981–2011,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6711767/
"Sear, Rebecca",https://www.lshtm.ac.uk/aboutus/people/sear.rebecca,Fertility,Evolutionary contributions to the study of human fertility,https://www.tandfonline.com/doi/abs/10.1080/00324728.2014.982905?journalCode=rpst20,How much does family matter? The implications of a cooperative breeding strategy for the demographic transition,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1728-4457.2011.00379.x
"Seltzer, Judith",https://soc.ucla.edu/faculty/judith-seltzer,"Family, social demography",The Family Safety Net of Black and White Multigenerational Families,https://onlinelibrary.wiley.com/doi/abs/10.1111/padr.12233,Stepfamily Structure and Transfers Between Generations in U.S. Families,https://link.springer.com/article/10.1007%2Fs13524-018-0740-1
"Senderowicz, Leigh",https://scholar.harvard.edu/leigh_senderowicz/home,Fertility,"""I was obligated to accept"": A qualitative exploration of contraceptive coercion",https://www.sciencedirect.com/science/article/abs/pii/S0277953619305258,Contraceptive Autonomy: Conceptions and Measurement of a Novel Family Planning Indicator,https://doi.org/10.1111/sifp.12114
"Sevčíková, Hana",https://www.stat.washington.edu/hana/,"Mathematical, statistical, digital demography, population projection",Assessing uncertainty in urban simulations using Bayesian melding,https://doi.org/10.1016/j.trb.2006.11.001,bayesTFR: An R Package for Probabilistic Projections of the Total Fertility Rate,https://doi.org/10.18637/jss.v043.i01
"Sharmin, Sarah",https://www.linkedin.com/in/sarahsharmin,"Mortality, health, aging, biodemography",A multilevel analysis of racial segregation and maternal smoking during pregnancy in Texas,,"Rurality, social capital, and maternal smoking in Texas 2014-2018",
"Sigle, Wendy",http://www.lse.ac.uk/gender/people/people-profiles/faculty/wendy-sigle,"Family, social demography",Mind the Gap: The Health Advantages that Accompany Parental Marriage Vary by Maternal Nativity,https://doi.org/10.1080/00324728.2019.1654613,Childbearing Postponement and Child Well-Being: A Complex and Varied Relationship?,https://link.springer.com/article/10.1007/s13524-014-0335-4
"Simao, Andrea Branco ",https://www.escavador.com/sobre/946078/andrea-branco-simao,"Family, social demography",Gender-based violence and sexual and reproductive health among low-income youth in three Brazilian cities.,https://pubmed.ncbi.nlm.nih.gov/27578347/,"Comparando as idades a primeira relacao sexual, a primeira uniao e ao nascimento do primeiro filho de duas coortes de mulheres brancas e negras em Belo Horizonte: evidencias quantitativas.",https://www.scielo.br/j/rbepop/a/hCf3ZnqDWyMSKGBgVXsTFXN/abstract/?lang=pt
"Smith-Greenway, Emily",http://emilysmithgreenaway.org/,"Family, social demography",Maternal reading skills and child mortality in Nigeria: a reassessment of why education matters,https://link.springer.com/article/10.1007%252Fs13524-013-0209-1,"Polygynous contexts, family structure, and infant mortality in sub-Saharan Africa",https://link.springer.com/content/pdf/10.1007/s13524-013-0262-9.pdf
"Smock, Pamela",https://lsa.umich.edu/soc/people/faculty/pjsmock.html,"Family, social demography",The demography of families: A review of patterns and change,https://onlinelibrary.wiley.com/doi/10.1111/jomf.12612,"Cohabitation in the United States: An Appraisal of Research Themes, Findings, and Implications",https://www.annualreviews.org/doi/abs/10.1146/annurev.soc.26.1.1
"Solé-Auró, Aïda",https://www.upf.edu/web/sole-auro,"Mortality, health, aging, biodemography",Health of Immigrants in European Countries,https://journals.sagepub.com/doi/abs/10.1111/j.1747-7379.2008.00150.x,"Who cares? A comparison of informal and formal care provision in Spain, England and the USA",https://www.cambridge.org/core/journals/ageing-and-society/article/who-cares-a-comparison-of-informal-and-formal-care-provision-in-spain-england-and-the-usa/EB0202DF1C3D43193373DEA063599A7B
"Sommerseth, Hilde",https://uit.no/ansatte/person?p_document_id=400147,"Mortality, health, aging, biodemography",The Intergenerational Transfer of Infant Mortality in Northern Norway during the 19th and Early 20th Centuries.,https://www.researchgate.net/publication/324248469_The_Intergenerational_Transfer_of_Infant_Mortality_in_Northern_Norway_during_the_19th_and_Early_20th_Centuries,"Marriage patterns and residential behaviour among Norwegian women in Amsterdam, 1621-1720",https://www.cambridge.org/core/journals/continuity-and-change/article/marriage-patterns-and-residential-behaviour-among-norwegian-women-in-amsterdam-16211720/534D894C6EB4D862584F4B04712101D7
"Song, Xi",https://sociology.sas.upenn.edu/people/xi-song,"Migration, environment, economic demography","Market transition theory revisited: Changing regimes of housing inequality in China, 1988-2002",https://www.sociologicalscience.com/download/volume%201/july/SocSci_v1_277to291.pdf,Diverging mobility trajectories: Grandparent effects on educational attainment in one-and two-parent families in the United States,https://link.springer.com/content/pdf/10.1007/s13524-016-0515-5.pdf
"Sparks, Johnelle",https://hcap.utsa.edu/directory/johnelle-sparks-ph-d/,"Family, social demography","Do biological, sociodemographic, and behavioral characteristics explain racial/ethnic disparities in preterm births?",https://www.sciencedirect.com/science/article/abs/pii/S0277953609001117,Racial/ethnic differences in breastfeeding duration among WIC-eligible families,https://www.sciencedirect.com/science/article/abs/pii/S1049386711000466
"Staveteig, Sarah",https://www.researchgate.net/profile/Sarah_Staveteig,"Family, social demography","Fear, opposition, ambivalence, and omission: Results from a follow-up study on unmet need for family planning in Ghana",https://doi.org/10.1371/journal.pone.0182076,Reaching the ' first 90 ': Gaps in coverage of HIV testing among people living with HIV in 16 African countries,https://doi.org/10.1371/journal.pone.0186316
"Strohschein, Lisa",https://apps.ualberta.ca/directory/person/las5,"Family, social demography",Parental divorce and child mental health trajectories,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1741-3737.2005.00217.x,Marital transitions and mental health: are there gender differences in the short-term effects of marital status change?,https://www.sciencedirect.com/science/article/abs/pii/S027795360500393X
"Su, Jessica",https://sites.google.com/view/jessica-houston-su/home,"Family, social demography",Local employment conditions and unintended pregnancy,https://onlinelibrary.wiley.com/doi/10.1111/jomf.12546,Unintended birth and children's long-term mental health,https://journals.sagepub.com/doi/abs/10.1177/0022146517717037
"Suzuki, Emi",https://blogs.worldbank.org/team/emi-suzuki,"Mortality, health, aging, biodemography",Estimates of maternal mortality worldwide between 1990 and 2005: an assessment of available data,https://doi.org/10.1016/S0140-67360761572-4,Understanding Global Trends in Maternal Mortality,https://doi.org/10.1363/3903213
"Sz. Olah, Livia",https://www.su.se/english/profiles/f63os5f8-1.185436,Fertility,Gendering fertility: Second births in Sweden and Hungary,https://link.springer.com/article/10.1023/A:1025089031871,Sweden: Combining childbearing and gender equality,https://www.jstor.org/stable/26349269?seq=1#metadata_info_tab_contents
"Szalma, Ivett",https://scholar.google.com/citations?user=9zQqcdgAAAAJ&hl=hu,Fertility,Who Remains Childless? Unrealised Fertility Plans in Hungary,https://www.ceeol.com/search/article-detail?id=304517,Attitudes about marriage and having children,http://demografia.hu/kiadvanyokonline/index.php/demografia/article/download/485/542
"Tabeau, Ewa",https://www.wur.nl/en/Persons/Ewa-EW-Ewa-Tabeau-PhD-MSc.htm,"Mortality, health, aging, biodemography",War-related Deaths in the 1992–1995 Armed Conflicts in Bosnia and Herzegovina: A Critique of Previous Estimates and Recent Results,https://doi.org/10.1007/s10680-005-6852-5,"Improving Overall Mortality Forecasts by Analysing Cause-of-Death, Period and Cohort Effects in Trends",https://doi.org/10.1023/A:1006109310764
"Tanturri, Maria Letizia",https://homes.stat.unipd.it/marialetiziatanturri/,"Family, social demography",Childless or childfree? Paths to voluntary childlessness in Italy,https://www.jstor.org/stable/25434658,Economic well-being in old age in Italy: does having children make a difference?,https://www.jstor.org/stable/41430836
"Taylor, Miles",https://coss.fsu.edu/sociology/mtaylor,"Mathematical, statistical, digital demography, population projection","Timing, Accumulation, and the Black/White Disability Gap in Later Life: A Test of Weathering",https://journals.sagepub.com/doi/abs/10.1177/0164027507311838,Cohort Differences and Chronic Disease Profiles of Differential Disability Trajectories,https://academic.oup.com/psychsocgerontology/article/66B/6/729/591502
"Thomson, Elizabeth ",https://sociology.wisc.edu/staff/thomson-elizabeth/,"Family, social demography",Family structure and child well-being: Economic resources vs. parental behaviors,https://doi.org/10.1093/sf/73.1.221,"Couple childbearing desires, intentions, and births",https://doi.org/10.2307/3038288
"Tom, Sarah",https://www.columbianeurology.org/profile/setom,"Family, social demography","Frailty and Fracture, Disability, and Falls: A Multiple Country Study From the Global Longitudinal Study of Osteoporosis in Women",https://doi.org/10.1111/jgs.12146,Characterization of Dementia and Alzheimer's Disease in an Older Population: Updated Incidence and Life Expectancy With and Without Dementia,https://doi.org/10.2105/AJPH.2014.301935
"Tong, Yuying",http://www.soc.cuhk.edu.hk/profile/tong-yuying/,"Migration, environment, economic demography",Foreign-born Concentration and Acculturation to Volunteering among Immigrant Youth,https://academic.oup.com/sf/article-abstract/89/1/117/2235121,"Migration and Health Selectivity in the Context of Internal Migration in China, 1997-2009",https://link.springer.com/article/10.1007/s11113-012-9240-y
"Torche, Florencia",https://sociology.stanford.edu/people/florencia-torche,"Family, social demography",The effect of maternal stress on birth outcomes: exploiting a natural experiment,https://link.springer.com/content/pdf/10.1007/s13524-011-0054-z.pdf,Educational assortative mating and economic inequality: A comparative analysis of three Latin American countries,https://link.springer.com/article/10.1353/dem.0.0109
"Torres, Catalina",https://portal.findresearcher.sdu.dk/en/persons/ctorres,"Mortality, health, aging, biodemography",Life expectancy in urbanizing contexts: Patterns and causes of changes in mortality in historical populations,https://doi.org/10.21996/13hx-6h08,"The contribution of urbanization to changes in life expectancy in Scotland, 1861–1910",https://doi.org/10.1080/00324728.2018.1549746
"Trappolini, Eleonora",https://scholar.google.com/citations?user=JPFPRSEAAAAJ&hl=it,"Mortality, health, aging, biodemography",https://www.demographic-research.org/volumes/vol45/7/default.htm,,"Disparities in emergency department use between Italians and migrants residing in Rome, Italy: the Rome Dynamic Longitudinal Study from 2005 to 2015",https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-020-09280-6
"Treleaven, Emily",https://www.src.isr.umich.edu/people/emily-treleaven/,"Mortality, health, aging, biodemography",The list experiment: An approach to measuring stigmatized behaviours related to sex-selective abortion,https://www.tandfonline.com/doi/full/10.1080/00324728.2021.1900589,The rise and prominence of skip-generation households in lower- and middle-income countries,https://www.popcouncil.org/research/the-rise-and-prominence-of-skipgeneration-households-in-lower-and-middleinc
"Trimarchi, Alessandra",https://www.ined.fr/en/research/researchers/Trimarchi+Alessandra,Fertility,Education and the transition to fatherhood: The role of selection into union,https://doi.org/10.1007/s13524-016-0533-3,Pathways to marital and non-marital first birth: the role of his and her education,https://www.jstor.org/stable/26506104
"Trinitapoli, Jenny",https://sociology.uchicago.edu/directory/jenny-trinitapoli,"Family, social demography",The Flexibility of Fertility Preferences in a Context of Uncertainty,https://onlinelibrary.wiley.com/doi/full/10.1111/padr.12114,AIDS & Religious Life in Malawi: Rethinking How Population Dynamics Shape Culture,https://muse.jhu.edu/article/593159/pdf
"Tsui, Amy",https://www.jhsph.edu/faculty/directory/profile/1025/amy-ong-tsui,Fertility,Family Planning and the Burden of Unintended Pregnancies,https://doi.org/10.1093/epirev/mxq012,Contraceptive Practice in sub-Saharan Africa,https://doi.org/10.1111/padr.12051
"Umberson, Debra",https://liberalarts.utexas.edu/sociology/faculty/dju,"Mortality, health, aging, biodemography",Social relationships and health behavior across the life course,https://www.annualreviews.org/doi/abs/10.1146/annurev-soc-070308-120011?journalCode=soc,Widowhood and depression: Explaining long-term gender differences in vulnerability,https://www.jstor.org/stable/2136854?seq=1#metadata_info_tab_contents
"Urdinola, B. Piedad",https://sites.google.com/site/piedadurdinola/,"Mortality, health, aging, biodemography",Could Political Violence Affect Infant Mortality? The Colombian Case,https://www.repository.fedesarrollo.org.co/handle/11445/1073,The Homicide Atlas in Colombia: Contagion and Under-Registration for Small Areas,http://www.scielo.org.co/scielo.php?pid=S0121-215X2017000100008&script=sci_abstract&tlng=pt
"Utomo, Ariane",https://researchers.anu.edu.au/researchers/utomo-aj,"Family, social demography",Women as secondary earners: Gendered preferences on marriage and employment of university students in modern Indonesia,https://www.tandfonline.com/doi/abs/10.1080/17441730.2012.646841,Marrying up? Trends in age and education gaps among married couples in Indonesia,https://journals.sagepub.com/doi/abs/10.1177/0192513X14538023
"Väisänen, Heini",https://heinivaisanen.com/,Fertility,Social Inequalities in Teenage Fertility Outcomes: Childbearing and Abortion Trends of Three Birth Cohorts In Finland,https://onlinelibrary.wiley.com/doi/abs/10.1363/46e1314,The association between education and induced abortion for three cohorts of adults in Finland,https://www.tandfonline.com/doi/full/10.1080/00324728.2015.1083608
"Valk, Helga de",https://nidi.nl/en/employees/helga-de-valk/,"Migration, environment, economic demography",Co-residence of adult children with their parents: differences by migration background explored and explained,https://www.tandfonline.com/doi/abs/10.1080/1369183X.2018.1485207,Intergenerational discrepancies in fertility preferences among immigrant and Dutch families,https://www.tandfonline.com/doi/abs/10.1080/1081602X.2013.826591
"van Der Gaag, Nicole",https://scholar.google.nl/citations?user=CYLUtQYAAAAJ&hl=nl,"Migration, environment, economic demography",From Demographic Dividend to Demographic Burden: The Impact of Population Ageing on Economic Growth in Europe: From Demographic Dividend to Demographic Burden,10.1111/tesg.12104,A multistate model to project elderly disability in case of limited data,10.4054/DemRes.2015.32.3
